aircraft_reg_num,Identifier,Flight.Number,Arr.Dep.Flag,New.Bay,TimeNow,Flht_Sch_Date_Frmt,CancelledFlight,delayMinutes,aircraftSwap,flightID,schd_dest,Flht_ETAETD_Date_Frmt,aircraft_reg_num_old,Conflict,IsFlagship,IsPartOfPair,aircraft_type,NewBay_prev,IsUSFlight,BestInsert,PaxConnBestInsert
A0WCY,EK0651_2016-12-28_A_09,EK0651,A,F25,28/12/2016 03:00,28/12/2016 09:00,0,0,,FL-EK-0651-20161228-CMB-DXB-0,DXB,28/12/2016 09:00,A0WCY,1,0,0,B7773ER,F25,0,A10,267.4032022
A0WCZ,EK0621_2016-12-28_A_10,EK0621,A,A05,28/12/2016 03:00,28/12/2016 10:45,0,0,,FL-EK-0621-20161228-SKT-DXB-0,DXB,28/12/2016 10:45,A0WCZ,0,0,0,B7773ER,A05,0,none,1.00E+10
A0WCZ,EK0614_2016-12-28_D_15,EK0614,D,A05,28/12/2016 03:00,28/12/2016 15:35,0,0,,FL-EK-0614-20161228-DXB-ISB-0,ISB,28/12/2016 15:35,A0WCZ,0,0,0,B7773ER,A05,0,none,1.00E+10
A0WDB,EK0247_2016-12-28_D_03,EK0247,D,B16,28/12/2016 03:00,28/12/2016 03:10,0,0,,FL-EK-0247-20161228-DXB-GIG-0,GIG,28/12/2016 03:10,A0WDB,1,0,0,B7773ER,B16,0,A01,267.4032022
A0WDC,EK0261_2016-12-28_D_05,EK0261,D,F26L,28/12/2016 03:00,28/12/2016 05:00,0,180,,FL-EK-0261-20161228-DXB-GRU-0,GRU,28/12/2016 08:00,A0WDC,1,0,0,B7773ER,F26L,0,A07,267.4032022
A0WDF,EK0312_2016-12-28_D_04,EK0312,D,C45,28/12/2016 03:00,28/12/2016 04:35,0,89,,FL-EK-0312-20161228-DXB-HND-0,HND,28/12/2016 06:04,A0WDF,0,0,0,B7773ER,C45,0,none,1.00E+10
A0WDG,EK0358_2016-12-28_D_07,EK0358,D,F17,28/12/2016 03:00,28/12/2016 07:00,0,0,,FL-EK-0358-20161228-DXB-CGK-0,CGK,28/12/2016 07:00,A0WDG,1,0,0,B7773ER,F17,0,B01,267.4032022
A0WDG,EK0240_2016-12-28_A_04,EK0240,A,B20,28/12/2016 03:00,28/12/2016 04:10,0,0,,FL-EK-0240-20161227-BOS-DXB-0,DXB,28/12/2016 04:10,A0WDG,1,0,0,B7773ER,B20,0,A03,267.4032022
A0WDH,EK0236_2016-12-28_A_15,EK0236,A,B20,28/12/2016 03:00,28/12/2016 15:00,0,0,,FL-EK-0236-20161227-ORD-DXB-0,DXB,28/12/2016 15:00,A0WDH,0,0,0,B7773ER,B20,0,none,1.00E+10
A0WDH,EK0955_2016-12-28_D_16,EK0955,D,B20,28/12/2016 03:00,28/12/2016 16:55,0,0,,FL-EK-0955-20161228-DXB-BEY-0,BEY,28/12/2016 16:55,A0WDH,0,0,0,B7773ER,B20,0,none,1.00E+10
A0WDK,EK0238_2016-12-28_A_15,EK0238,A,B24,28/12/2016 03:00,28/12/2016 15:30,0,0,,FL-EK-0238-20161227-BOS-DXB-0,DXB,28/12/2016 15:30,A0WDK,0,0,0,B7773ER,B24,0,none,1.00E+10
A0WDK,EK0821_2016-12-28_D_17,EK0821,D,B24,28/12/2016 03:00,28/12/2016 17:15,0,0,,FL-EK-0821-20161228-DXB-DMM-0,DMM,28/12/2016 17:15,A0WDK,0,0,0,B7773ER,B24,0,none,1.00E+10
A0WDL,EK0733_2016-12-29_D_10,EK0733,D,HGR,28/12/2016 03:00,29/12/2016 10:20,0,0,,FL-EK-0733-20161229-DXB-KRT-0,KRT,29/12/2016 10:20,A0WDL,0,0,0,B7773ER,HGR,0,none,1.00E+10
A0WDL,EK0222_2016-12-28_A_07,EK0222,A,B16,28/12/2016 03:00,28/12/2016 07:55,0,0,,FL-EK-0222-20161227-DFW-DXB-0,DXB,28/12/2016 07:55,A0WDL,1,0,0,B7773ER,B16,0,A02,267.4032022
A0WDL,EK0947_2016-12-28_D_09,EK0947,D,F26L,28/12/2016 03:00,28/12/2016 09:55,0,0,,FL-EK-0947-20161228-DXB-BSR-0,BSR,28/12/2016 09:55,A0WDL,1,0,0,B7773ER,F26L,0,A05,267.4032022
A0WDL,EK0948_2016-12-28_A_15,EK0948,A,B25,28/12/2016 03:00,28/12/2016 15:05,0,0,,FL-EK-0948-20161228-BSR-DXB-0,DXB,28/12/2016 15:05,A0WDL,0,0,0,B7773ER,B25,0,none,1.00E+10
A0WDM,EK0408_2016-12-28_D_23,EK0408,D,C40,28/12/2016 03:00,28/12/2016 23:00,0,0,,FL-EK-0408-20161229-DXB-MEL-0,MEL,28/12/2016 23:00,A0WDM,0,0,0,B7773ER,C40,0,none,1.00E+10
A0WDN,EK0849_2016-12-28_D_12,EK0849,D,A01,28/12/2016 03:00,28/12/2016 12:50,0,0,,FL-EK-0849-20161228-DXB-DOH-0,DOH,28/12/2016 12:50,A0WDN,0,0,0,B7773ER,A01,0,none,1.00E+10
A0WDN,EK0850_2016-12-28_A_16,EK0850,A,F10,28/12/2016 03:00,28/12/2016 16:20,0,0,,FL-EK-0850-20161228-DOH-DXB-0,DXB,28/12/2016 16:20,A0WDN,0,0,0,B7773ER,F10,0,none,1.00E+10
A0WDO,EK0793_2016-12-28_D_06,EK0793,D,F27,28/12/2016 03:00,28/12/2016 06:10,0,0,,FL-EK-0793-20161228-DXB-LAD-0,LAD,28/12/2016 06:10,A0WDO,1,0,0,B7773ER,F27,0,B01,267.4032022
A0WDP,EK0833_2016-12-28_D_17,EK0833,D,B17,28/12/2016 03:00,28/12/2016 17:15,0,0,,FL-EK-0833-20161228-DXB-BAH-0,BAH,28/12/2016 17:15,A0WDP,0,0,0,B7773ER,B17,0,none,1.00E+10
A0WDP,EK0230_2016-12-28_A_15,EK0230,A,F06,28/12/2016 03:00,28/12/2016 15:45,0,0,,FL-EK-0230-20161227-SEA-DXB-0,DXB,28/12/2016 15:45,A0WDP,0,0,0,B7773ER,F06,0,none,1.00E+10
A0WDQ,EK0875_2016-12-28_D_13,EK0875,D,B19,28/12/2016 03:00,28/12/2016 13:10,0,0,,FL-EK-0875-20161228-DXB-KWI-0,KWI,28/12/2016 13:10,A0WDQ,0,0,0,B7773ER,B19,0,none,1.00E+10
A0WDQ,EK0305_2016-12-28_A_08,EK0305,A,B19,28/12/2016 03:00,28/12/2016 08:20,0,0,,FL-EK-0305-20161228-PVG-DXB-0,DXB,28/12/2016 08:20,A0WDQ,0,0,0,B7773ER,B19,0,none,1.00E+10
A0WDQ,EK0318_2016-12-28_D_22,EK0318,D,F17,28/12/2016 03:00,28/12/2016 22:55,0,0,,FL-EK-0318-20161229-DXB-NRT-0,NRT,28/12/2016 22:55,A0WDQ,0,0,0,B7773ER,F17,0,none,1.00E+10
A0WDQ,EK0876_2016-12-28_A_18,EK0876,A,F17,28/12/2016 03:00,28/12/2016 18:20,0,0,,FL-EK-0876-20161228-KWI-DXB-0,DXB,28/12/2016 18:20,A0WDQ,0,0,0,B7773ER,F17,0,none,1.00E+10
A0WDR,EK0061_2016-12-28_D_11,EK0061,D,B20,28/12/2016 03:00,28/12/2016 11:00,0,0,,FL-EK-0061-20161228-DXB-HAM-0,HAM,28/12/2016 11:00,A0WDR,0,0,0,B7773ER,B20,0,none,1.00E+10
A0WDR,EK0397_2016-12-28_A_09,EK0397,A,B20,28/12/2016 03:00,28/12/2016 09:15,0,0,,FL-EK-0397-20161228-HKT-DXB-0,DXB,28/12/2016 09:15,A0WDR,0,0,0,B7773ER,B20,0,none,1.00E+10
A0WDS,EK0566_2016-12-28_D_09,EK0566,D,A01,28/12/2016 03:00,28/12/2016 09:35,0,0,,FL-EK-0566-20161228-DXB-BLR-0,BLR,28/12/2016 09:35,A0WDS,1,0,0,B7773ER,A01,0,A02,267.4032022
A0WDS,EK0228_2016-12-28_A_07,EK0228,A,F19,28/12/2016 03:00,28/12/2016 07:30,0,0,,FL-EK-0228-20161227-SEA-DXB-0,DXB,28/12/2016 07:30,A0WDS,1,0,0,B7773ER,F19,0,A07,267.4032022
A0WDU,EK0212_2016-12-28_A_15,EK0212,A,B17,28/12/2016 03:00,28/12/2016 15:20,0,0,,FL-EK-0212-20161227-IAH-DXB-0,DXB,28/12/2016 15:20,A0WDU,0,0,0,B7773ER,B17,0,none,1.00E+10
A0WDV,EK0191_2016-12-28_D_03,EK0191,D,B23,28/12/2016 03:00,28/12/2016 03:25,0,35,,FL-EK-0191-20161228-DXB-LIS-0,LIS,28/12/2016 04:00,A0WDV,1,0,0,B7773ER,B23,0,A03,267.4032022
A0WDZ,EK0334_2016-12-28_D_06,EK0334,D,C31,28/12/2016 03:00,28/12/2016 06:20,0,59,,FL-EK-0334-20161228-DXB-MNL-0,MNL,28/12/2016 07:19,A0WDZ,0,0,0,B7773ER,C31,0,none,1.00E+10
A0WFA,EK0072_2016-12-28_A_15,EK0072,A,F18,28/12/2016 03:00,28/12/2016 15:35,0,0,,FL-EK-0072-20161228-CDG-DXB-0,DXB,28/12/2016 15:35,A0WFA,0,0,0,A380,F18,0,none,1.00E+10
A0WFA,EK0374_2016-12-28_D_18,EK0374,D,F18,28/12/2016 03:00,28/12/2016 18:35,0,0,,FL-EK-0374-20161228-DXB-BKK-0,BKK,28/12/2016 18:35,A0WFA,0,0,0,A380,F18,0,none,1.00E+10
A0WFB,EK0017_2016-12-28_D_03,EK0017,D,C26,28/12/2016 03:00,28/12/2016 03:15,0,0,,FL-EK-0017-20161228-DXB-MAN-0,MAN,28/12/2016 03:15,A0WFB,0,0,0,A380,C26,0,none,1.00E+10
A0WFC,EK0029_2016-12-28_D_05,EK0029,D,B18R,28/12/2016 03:00,28/12/2016 05:40,0,89,,FL-EK-0029-20161228-DXB-LHR-0,LHR,28/12/2016 07:09,A0WFC,0,0,0,A380,B18R,0,none,1.00E+10
A0WFC,EK0076_2016-12-28_A_03,EK0076,A,B18R,28/12/2016 03:00,28/12/2016 03:20,0,0,,FL-EK-0076-20161227-CDG-DXB-0,DXB,28/12/2016 03:20,A0WFC,0,0,0,A380,B18R,0,none,1.00E+10
A0WFE,EK0015_2016-12-28_D_03,EK0015,D,E20,28/12/2016 03:00,28/12/2016 03:40,0,0,,FL-EK-0015-20161228-DXB-LGW-0,LGW,28/12/2016 03:40,A0WFE,0,0,0,A380,E20,0,none,1.00E+10
A0WFG,EK0206_2016-12-28_A_18,EK0206,A,F22,28/12/2016 03:00,28/12/2016 18:45,0,0,,FL-EK-0206-20161228-MXP-DXB-0,DXB,28/12/2016 18:45,A0WFG,0,0,0,A380,F22,0,none,1.00E+10
A0WFG,EK0366_2016-12-28_D_00,EK0366,D,F20,28/12/2016 03:00,29/12/2016 00:45,0,0,,FL-EK-0366-20161229-DXB-TPE-0,TPE,29/12/2016 00:45,A0WFG,0,0,0,A380,F20,0,none,1.00E+10
A0WFH,EK0185_2016-12-28_D_03,EK0185,D,F18,28/12/2016 03:00,28/12/2016 03:50,0,15,,FL-EK-0185-20161228-DXB-BCN-0,BCN,28/12/2016 04:05,A0WFH,1,0,0,A380,F18,0,A03,267.4032022
A0WFI,EK0362_2016-12-28_D_06,EK0362,D,D09,28/12/2016 03:00,28/12/2016 06:50,0,15,,FL-EK-0362-20161228-DXB-CAN-0,CAN,28/12/2016 07:05,A0WFI,0,0,0,A380,D09,0,none,1.00E+10
A0WFI,EK0086_2016-12-28_A_03,EK0086,A,D09,28/12/2016 03:00,28/12/2016 03:20,0,0,,FL-EK-0086-20161227-ZRH-DXB-0,DXB,28/12/2016 03:20,A0WFI,0,0,0,A380,D09,0,none,1.00E+10
A0WFI,EK0087_2016-12-29_D_04,EK0087,D,HGR,28/12/2016 03:00,29/12/2016 04:25,0,0,,FL-EK-0087-20161229-DXB-ZRH-0,ZRH,29/12/2016 04:25,A0WFI,0,0,0,A380,HGR,0,none,1.00E+10
A0WFL,EK0208_2016-12-28_A_10,EK0208,A,A10,28/12/2016 03:00,28/12/2016 10:05,0,0,,FL-EK-0208-20161227-JFK-DXB-0,DXB,28/12/2016 10:05,A0WFL,0,0,0,A380,A10,0,none,1.00E+10
A0WFL,EK0085_2016-12-28_D_11,EK0085,D,A10,28/12/2016 03:00,28/12/2016 11:50,0,0,,FL-EK-0085-20161228-DXB-ZRH-0,ZRH,28/12/2016 11:50,A0WFL,0,0,0,A380,A10,0,none,1.00E+10
A0WFN,EK0049_2016-12-28_D_04,EK0049,D,D05,28/12/2016 03:00,28/12/2016 04:40,0,35,,FL-EK-0049-20161228-DXB-MUC-0,MUC,28/12/2016 05:15,A0WFN,0,0,0,A380,D05,0,none,1.00E+10
A0WFR,EK0205_2016-12-28_D_05,EK0205,D,B27,28/12/2016 03:00,28/12/2016 05:10,0,59,,FL-EK-0205-20161228-DXB-MXP-0,MXP,28/12/2016 06:09,A0WFR,0,0,0,A380,B27,0,none,1.00E+10
A0WFS,EK0091_2016-12-28_D_11,EK0091,D,A02,28/12/2016 03:00,28/12/2016 11:40,0,0,,FL-EK-0091-20161228-DXB-MXP-0,MXP,28/12/2016 11:40,A0WFS,0,0,0,A380,A02,0,none,1.00E+10
A0WFT,EK0005_2016-12-28_D_12,EK0005,D,F22,28/12/2016 03:00,28/12/2016 12:05,0,0,,FL-EK-0005-20161228-DXB-LHR-0,LHR,28/12/2016 12:05,A0WFT,0,0,0,A380,F22,0,none,1.00E+10
A0WFT,EK0006_2016-12-28_A_04,EK0006,A,F22,28/12/2016 03:00,28/12/2016 04:45,0,0,,FL-EK-0006-20161227-LHR-DXB-0,DXB,28/12/2016 04:45,A0WFT,0,0,0,A380,F22,0,none,1.00E+10
A0WFU,EK0141_2016-12-28_D_03,EK0141,D,C24,28/12/2016 03:00,28/12/2016 03:25,0,0,,FL-EK-0141-20161228-DXB-MAD-0,MAD,28/12/2016 03:25,A0WFU,0,0,0,A380,C24,0,none,1.00E+10
A0WFX,EK0075_2016-12-28_D_10,EK0075,D,F13,28/12/2016 03:00,28/12/2016 10:50,0,0,,FL-EK-0075-20161228-DXB-CDG-0,CDG,28/12/2016 10:50,A0WFX,0,0,0,A380,F13,0,none,1.00E+10
A0WFY,EK0434_2016-12-28_D_06,EK0434,D,D03,28/12/2016 03:00,28/12/2016 06:25,0,35,,FL-EK-0434-20161228-DXB-BNE-0,BNE,28/12/2016 07:00,A0WFY,0,0,0,A380,D03,0,none,1.00E+10
A0WGA,EK0526_2016-12-28_D_23,EK0526,D,G18,28/12/2016 03:00,28/12/2016 23:45,0,0,,FL-EK-0526-20161229-DXB-HYD-0,HYD,28/12/2016 23:45,A0WGA,0,0,0,B7773ER,G18,0,none,1.00E+10
A0WGB,EK0808_2016-12-28_A_04,EK0808,A,B21L,28/12/2016 03:00,28/12/2016 04:20,0,0,,FL-EK-0808-20161228-MED-DXB-0,DXB,28/12/2016 04:20,A0WGB,0,0,0,B7773ER,B21L,0,none,1.00E+10
A0WGB,EK0630_2016-12-28_D_11,EK0630,D,B21L,28/12/2016 03:00,28/12/2016 11:15,0,0,,FL-EK-0630-20161228-DXB-MUX-0,MUX,28/12/2016 11:15,A0WGB,0,0,0,B7773ER,B21L,0,none,1.00E+10
A0WGC,EK0396_2016-12-28_D_19,EK0396,D,F08,28/12/2016 03:00,28/12/2016 19:00,0,0,,FL-EK-0396-20161228-DXB-HKT-0,HKT,28/12/2016 19:00,A0WGC,0,0,0,B777300,F08,0,none,1.00E+10
A0WGC,EK0026_2016-12-28_A_04,EK0026,A,B15,28/12/2016 03:00,28/12/2016 04:05,0,0,,FL-EK-0026-20161227-GLA-DXB-0,DXB,28/12/2016 04:05,A0WGC,1,0,0,B777300,B15,0,A03,267.4032022
A0WGD,EK0309_2016-12-28_A_07,EK0309,A,F10,28/12/2016 03:00,28/12/2016 07:40,0,0,,FL-EK-0309-20161228-PEK-DXB-0,DXB,28/12/2016 07:40,A0WGD,0,0,0,B7773ER,F10,0,none,1.00E+10
A0WGD,EK0143_2016-12-28_D_10,EK0143,D,F10,28/12/2016 03:00,28/12/2016 10:40,0,0,,FL-EK-0143-20161228-DXB-MAD-0,MAD,28/12/2016 10:40,A0WGD,0,0,0,B7773ER,F10,0,none,1.00E+10
A0WGE,EK0125_2016-12-28_D_12,EK0125,D,D07,28/12/2016 03:00,28/12/2016 12:50,0,0,AC-EK-A0WGE,FL-EK-0125-20161228-DXB-VIE-0,VIE,28/12/2016 12:50,A0WMK,0,0,0,B7773ER,D07,0,none,1.00E+10
A0WGE,EK0027_2016-12-28_D_03,EK0027,D,B20,28/12/2016 03:00,28/12/2016 03:20,1,0,,FL-EK-0027-20161228-DXB-GLA-0,GLA,28/12/2016 03:20,A0WGE,1,0,0,B7773ER,B20,0,A03,267.4032022
A0WGF,EK0089_2016-12-28_D_04,EK0089,D,C37,28/12/2016 03:00,28/12/2016 04:40,0,149,,FL-EK-0089-20161228-DXB-GVA-0,GVA,28/12/2016 07:09,A0WGF,0,0,0,B7773ER,C37,0,none,1.00E+10
A0WGG,EK0625_2016-12-28_A_10,EK0625,A,F17,28/12/2016 03:00,28/12/2016 10:50,0,0,,FL-EK-0625-20161228-LHE-DXB-0,DXB,28/12/2016 10:50,A0WGG,0,0,0,B7773ER,F17,0,none,1.00E+10
A0WGG,EK0622_2016-12-28_D_13,EK0622,D,F17,28/12/2016 03:00,28/12/2016 13:30,0,0,,FL-EK-0622-20161228-DXB-LHE-0,LHE,28/12/2016 13:30,A0WGG,0,0,0,B7773ER,F17,0,none,1.00E+10
A0WGK,EK0348_2016-12-29_D_03,EK0348,D,C29,28/12/2016 03:00,29/12/2016 03:45,0,0,,FL-EK-0348-20161229-DXB-CMB-0,CMB,29/12/2016 03:45,A0WGK,0,0,0,B7773ER,C29,0,none,1.00E+10
A0WGK,EK0783_2016-12-28_D_06,EK0783,D,B22,28/12/2016 03:00,28/12/2016 06:30,0,35,,FL-EK-0783-20161228-DXB-LOS-0,LOS,28/12/2016 07:05,A0WGK,0,0,0,B7773ER,B22,0,none,1.00E+10
A0WGK,EK0188_2016-12-28_A_03,EK0188,A,B22,28/12/2016 03:00,28/12/2016 03:50,0,0,,FL-EK-0188-20161227-BCN-DXB-0,DXB,28/12/2016 03:50,A0WGK,0,0,0,B7773ER,B22,0,none,1.00E+10
A0WGL,EK0369_2016-12-28_A_09,EK0369,A,F12,28/12/2016 03:00,28/12/2016 09:00,0,0,,FL-EK-0369-20161228-CGK-DXB-0,DXB,28/12/2016 09:00,A0WGL,0,0,0,B7773ER,F12,0,none,1.00E+10
A0WGL,EK0187_2016-12-28_D_11,EK0187,D,F12,28/12/2016 03:00,28/12/2016 11:40,0,0,,FL-EK-0187-20161228-DXB-BCN-0,BCN,28/12/2016 11:40,A0WGL,0,0,0,B7773ER,F12,0,none,1.00E+10
A0WGM,EK0021_2016-12-28_D_23,EK0021,D,TB08,28/12/2016 03:00,28/12/2016 23:00,0,0,,FL-EK-0021-20161229-DXB-MAN-0,MAN,28/12/2016 23:00,A0WGM,0,0,0,B7773ER,TB08,0,none,1.00E+10
A0WGM,EK0725_2016-12-28_D_06,EK0725,D,A01,28/12/2016 03:00,28/12/2016 06:30,0,35,,FL-EK-0725-20161228-DXB-DAR-0,DAR,28/12/2016 07:05,A0WGM,1,0,0,B7773ER,A01,0,B01,267.4032022
A0WGM,EK0779_2016-12-28_A_03,EK0779,A,B19,28/12/2016 03:00,28/12/2016 03:35,0,0,,FL-EK-0779-20161227-CPT-DXB-0,DXB,28/12/2016 03:35,A0WGM,0,0,0,B7773ER,B19,0,none,1.00E+10
A0WGN,EK0387_2016-12-28_A_08,EK0387,A,D05,28/12/2016 03:00,28/12/2016 08:35,0,0,,FL-EK-0387-20161228-HKG-DXB-0,DXB,28/12/2016 08:35,A0WGN,0,0,0,B777300,D05,0,none,1.00E+10
A0WGN,EK0979_2016-12-28_D_12,EK0979,D,D05,28/12/2016 03:00,28/12/2016 12:10,0,0,,FL-EK-0979-20161228-DXB-IKA-0,IKA,28/12/2016 12:10,A0WGN,0,0,0,B777300,D05,0,none,1.00E+10
A0WGO,EK0928_2016-12-28_A_13,EK0928,A,G17,28/12/2016 03:00,28/12/2016 13:45,0,155,,FL-EK-0928-20161228-CAI-DXB-0,DXB,28/12/2016 16:20,A0WGO,0,0,0,B7773ER,G17,0,none,1.00E+10
A0WGO,EK0927_2016-12-28_D_04,EK0927,D,G15,28/12/2016 03:00,28/12/2016 04:15,0,180,,FL-EK-0927-20161228-DXB-CAI-0,CAI,28/12/2016 07:15,A0WGO,0,0,0,B7773ER,G15,0,none,1.00E+10
A0WGO,EK0043_2016-12-28_D_23,EK0043,D,G17,28/12/2016 03:00,28/12/2016 23:20,0,0,,FL-EK-0043-20161229-DXB-FRA-0,FRA,28/12/2016 23:20,A0WGO,0,0,0,B7773ER,G17,0,none,1.00E+10
A0WGQ,EK0109_2016-12-28_D_03,EK0109,D,F19,28/12/2016 03:00,28/12/2016 03:50,0,15,,FL-EK-0109-20161228-DXB-LCA-0,LCA,28/12/2016 04:05,A0WGQ,1,0,0,B7773ER,F19,0,A03,267.4032022
A0WGR,EK0707_2016-12-28_D_05,EK0707,D,C46,28/12/2016 03:00,28/12/2016 05:55,0,149,,FL-EK-0707-20161228-DXB-SEZ-0,SEZ,28/12/2016 08:24,A0WGR,0,0,0,B7773ER,C46,0,none,1.00E+10
A0WGS,EK0852_2016-12-28_A_09,EK0852,A,A09,28/12/2016 03:00,28/12/2016 09:55,0,0,,FL-EK-0852-20161228-DOH-DXB-0,DXB,28/12/2016 09:55,A0WGS,0,0,0,B7773ER,A09,0,none,1.00E+10
A0WGS,EK0851_2016-12-28_D_06,EK0851,D,C30,28/12/2016 03:00,28/12/2016 06:20,0,0,,FL-EK-0851-20161228-DXB-DOH-0,DOH,28/12/2016 06:20,A0WGS,0,0,0,B7773ER,C30,0,none,1.00E+10
A0WGT,EK0083_2016-12-28_D_10,EK0083,D,D10,28/12/2016 03:00,28/12/2016 10:50,0,0,,FL-EK-0083-20161228-DXB-GVA-0,GVA,28/12/2016 10:50,A0WGT,0,0,0,B7773ER,D10,0,none,1.00E+10
A0WGU,EK0565_2016-12-28_A_09,EK0565,A,D06,28/12/2016 03:00,28/12/2016 09:00,0,0,,FL-EK-0565-20161228-BLR-DXB-0,DXB,28/12/2016 09:00,A0WGU,0,0,0,B7773ER,D06,0,none,1.00E+10
A0WGU,EK0528_2016-12-28_D_10,EK0528,D,D06,28/12/2016 03:00,28/12/2016 10:50,0,0,,FL-EK-0528-20161228-DXB-HYD-0,HYD,28/12/2016 10:50,A0WGU,0,0,0,B7773ER,D06,0,none,1.00E+10
