aircraft_reg_num,Identifier,Flight.Number,Arr.Dep.Flag,New.Bay,TimeNow,Flht_Sch_Date_Frmt,CancelledFlight,delayMinutes,aircraftSwap,flightID,schd_dest,Flht_ETAETD_Date_Frmt,aircraft_reg_num_old,Conflict,IsFlagship,IsPartOfPair,aircraft_type,NewBay_prev,IsUSFlight,BestInsert,PaxConnBestInsert
A0WGW,EK0102_2016-12-28_A_15,EK0102,A,F04,28/12/2016 03:00,28/12/2016 15:20,0,0,,FL-EK-0102-20161228-MXP-DXB-0,DXB,28/12/2016 15:20,A0WGW,0,0,0,B7773ER,F04,0,none,1.00E+10
A0WGY,EK0905_2016-12-28_D_18,EK0905,D,F05,28/12/2016 03:00,28/12/2016 18:00,0,0,,FL-EK-0905-20161228-DXB-AMM-0,AMM,28/12/2016 18:00,A0WGY,0,0,0,B7773ER,F05,0,none,1.00E+10
A0WGY,EK0855_2016-12-28_D_03,EK0855,D,F09,28/12/2016 03:00,28/12/2016 03:45,0,0,,FL-EK-0855-20161228-DXB-KWI-0,KWI,28/12/2016 03:45,A0WGY,0,0,0,B7773ER,F09,0,none,1.00E+10
A0WGY,EK0856_2016-12-28_A_08,EK0856,A,G21,28/12/2016 03:00,28/12/2016 08:35,0,0,,FL-EK-0856-20161228-KWI-DXB-0,DXB,28/12/2016 08:35,A0WGY,0,0,0,B7773ER,G21,0,none,1.00E+10
A0WIA,EK0214_2016-12-28_A_15,EK0214,A,B08,28/12/2016 03:00,28/12/2016 15:40,0,0,,FL-EK-0214-20161227-FLL-DXB-0,DXB,28/12/2016 15:40,A0WIA,0,0,0,B7772LR,B08,0,none,1.00E+10
A0WIG,EK0304_2016-12-28_D_05,EK0304,D,B08,28/12/2016 03:00,28/12/2016 05:15,0,180,,FL-EK-0304-20161228-DXB-PVG-0,PVG,28/12/2016 08:15,A0WIG,0,0,0,B7772LR,B08,0,none,1.00E+10
A0WIG,EK0313_2016-12-28_A_03,EK0313,A,B08,28/12/2016 03:00,28/12/2016 03:20,0,59,,FL-EK-0313-20161228-HND-DXB-0,DXB,28/12/2016 04:19,A0WIG,0,0,0,B7772LR,B08,0,none,1.00E+10
A0WIJ,EK0877_2016-12-28_D_09,EK0877,D,B09,28/12/2016 03:00,28/12/2016 09:05,0,0,,FL-EK-0877-20161228-DXB-DOH-0,DOH,28/12/2016 09:05,A0WIJ,0,0,0,B7772LR,B09,0,none,1.00E+10
A0WIJ,EK0878_2016-12-28_A_13,EK0878,A,B09,28/12/2016 03:00,28/12/2016 13:00,0,0,,FL-EK-0878-20161228-DOH-DXB-0,DXB,28/12/2016 13:00,A0WIJ,0,0,0,B7772LR,B09,0,none,1.00E+10
A0WIK,EK0723_2016-12-28_D_06,EK0723,D,B14,28/12/2016 03:00,28/12/2016 06:30,0,35,,FL-EK-0723-20161228-DXB-ADD-0,ADD,28/12/2016 07:05,A0WIK,1,0,0,B7772LR,B14,0,B01,267.4032022
A0WIK,EK0724_2016-12-28_A_16,EK0724,A,B12,28/12/2016 03:00,28/12/2016 16:50,0,0,,FL-EK-0724-20161228-ADD-DXB-0,DXB,28/12/2016 16:50,A0WIK,0,0,0,B7772LR,B12,0,none,1.00E+10
A0WIK,EK0835_2016-12-28_D_22,EK0835,D,B12,28/12/2016 03:00,28/12/2016 22:10,0,0,,FL-EK-0835-20161229-DXB-BAH-0,BAH,28/12/2016 22:10,A0WIK,0,0,0,B7772LR,B12,0,none,1.00E+10
A0WIR,EK0975_2016-12-28_D_22,EK0975,D,B09,28/12/2016 03:00,28/12/2016 22:25,0,0,,FL-EK-0975-20161229-DXB-IKA-0,IKA,28/12/2016 22:25,A0WIR,0,0,0,B7772LR,B09,0,none,1.00E+10
A0WIR,EK0508_2016-12-28_D_12,EK0508,D,A09,28/12/2016 03:00,28/12/2016 12:00,0,0,AC-EK-A0WIR,FL-EK-0508-20161228-DXB-BOM-0,BOM,28/12/2016 12:00,A0WGS,0,0,0,B7772LR,A09,0,none,1.00E+10
A0WIU,EK0538_2016-12-28_D_19,EK0538,D,B14,28/12/2016 03:00,28/12/2016 19:00,0,0,,FL-EK-0538-20161228-DXB-AMD-0,AMD,28/12/2016 19:00,A0WIU,0,0,0,B7772LR,B14,0,none,1.00E+10
A0WIW,EK0533_2016-12-28_A_03,EK0533,A,B14,28/12/2016 03:00,28/12/2016 03:05,0,0,AC-EK-A0WIW,FL-EK-0533-20161228-COK-DXB-0,DXB,28/12/2016 03:05,A0WDC,1,0,0,B7772LR,B14,0,A03,267.4032022
A0WIW,EK0862_2016-12-29_D_04,EK0862,D,B11,28/12/2016 03:00,29/12/2016 04:30,0,0,,FL-EK-0862-20161229-DXB-MCT-0,MCT,29/12/2016 04:30,A0WIW,0,0,0,B7772LR,B11,0,none,1.00E+10
A0WIW,EK0967_2016-12-28_D_03,EK0967,D,B12,28/12/2016 03:00,28/12/2016 03:20,0,180,,FL-EK-0967-20161228-DXB-MHD-0,MHD,28/12/2016 06:20,A0WIW,0,0,0,B7772LR,B12,0,none,1.00E+10
A0WIW,EK0840_2016-12-28_A_16,EK0840,A,F17,28/12/2016 03:00,28/12/2016 16:00,0,0,AC-EK-A0WIW,FL-EK-0840-20161228-BAH-DXB-0,DXB,28/12/2016 16:00,A0WIR,0,0,0,B7772LR,F17,0,none,1.00E+10
A0WIW,EK0968_2016-12-28_A_09,EK0968,A,B11,28/12/2016 03:00,28/12/2016 09:35,0,170,,FL-EK-0968-20161228-MHD-DXB-0,DXB,28/12/2016 12:25,A0WIW,0,0,0,B7772LR,B11,0,none,1.00E+10
A0WIW,EK0839_2016-12-28_D_12,EK0839,D,B12,28/12/2016 03:00,28/12/2016 12:20,0,0,AC-EK-A0WIW,FL-EK-0839-20161228-DXB-BAH-0,BAH,28/12/2016 12:20,A0WIR,0,0,0,B7772LR,B12,0,none,1.00E+10
A0WIW,EK0532_2016-12-28_D_17,EK0532,D,F17,28/12/2016 03:00,28/12/2016 17:45,0,0,AC-EK-A0WIW,FL-EK-0532-20161228-DXB-COK-0,COK,28/12/2016 17:45,A0WIJ,0,0,0,B7772LR,F17,0,none,1.00E+10
A0WLC,EK0858_2016-12-28_A_16,EK0858,A,F12,28/12/2016 03:00,28/12/2016 16:30,0,0,,FL-EK-0858-20161228-KWI-DXB-0,DXB,28/12/2016 16:30,A0WLC,0,0,0,A380,F12,0,none,1.00E+10
A0WLC,EK0414_2016-12-28_D_21,EK0414,D,F22,28/12/2016 03:00,28/12/2016 21:55,0,0,,FL-EK-0414-20161229-DXB-SYD-0,SYD,28/12/2016 21:55,A0WLC,0,0,0,A380,F22,0,none,1.00E+10
A0WLC,EK0857_2016-12-28_D_10,EK0857,D,F03,28/12/2016 03:00,28/12/2016 10:50,0,0,,FL-EK-0857-20161228-DXB-KWI-0,KWI,28/12/2016 10:50,A0WLC,0,0,0,A380,F03,0,none,1.00E+10
A0WLD,EK0216_2016-12-28_A_15,EK0216,A,F19,28/12/2016 03:00,28/12/2016 15:30,0,0,,FL-EK-0216-20161227-LAX-DXB-0,DXB,28/12/2016 15:30,A0WLD,0,0,0,A380,F19,0,none,1.00E+10
A0WLE,EK0418_2016-12-30_D_04,EK0418,D,E43,28/12/2016 03:00,30/12/2016 04:55,0,0,,FL-EK-0418-20161230-DXB-BKK-0,BKK,30/12/2016 04:55,A0WLE,0,0,0,A380,E43,0,none,1.00E+10
A0WLE,EK0412_2016-12-28_D_06,EK0412,D,A05,28/12/2016 03:00,28/12/2016 06:15,0,0,,FL-EK-0412-20161228-DXB-SYD-0,SYD,28/12/2016 06:15,A0WLE,0,0,0,A380,A05,0,none,1.00E+10
A0WLF,EK0424_2016-12-28_D_06,EK0424,D,F26R,28/12/2016 03:00,28/12/2016 06:45,0,89,,FL-EK-0424-20161228-DXB-PER-0,PER,28/12/2016 08:14,A0WLF,0,0,0,A380,F26R,0,none,1.00E+10
A0WLG,EK0073_2016-12-28_D_03,EK0073,D,A08,28/12/2016 03:00,28/12/2016 03:50,0,15,,FL-EK-0073-20161228-DXB-CDG-0,CDG,28/12/2016 04:05,A0WLG,0,0,0,A380,A08,0,none,1.00E+10
A0WLH,EK0202_2016-12-28_A_16,EK0202,A,F20,28/12/2016 03:00,28/12/2016 16:15,0,0,,FL-EK-0202-20161227-JFK-DXB-0,DXB,28/12/2016 16:15,A0WLH,0,0,0,A380,F20,0,none,1.00E+10
A0WLH,EK0306_2016-12-28_D_23,EK0306,D,F12,28/12/2016 03:00,28/12/2016 23:30,0,0,,FL-EK-0306-20161229-DXB-PEK-0,PEK,28/12/2016 23:30,A0WLH,0,0,0,A380,F12,0,none,1.00E+10
A0WLI,EK0420_2016-12-28_D_23,EK0420,D,A09,28/12/2016 03:00,28/12/2016 23:00,0,0,,FL-EK-0420-20161229-DXB-PER-0,PER,28/12/2016 23:00,A0WLI,0,0,0,A380,A09,0,none,1.00E+10
A0WLL,EK0009_2016-12-28_D_10,EK0009,D,F26R,28/12/2016 03:00,28/12/2016 10:35,0,0,,FL-EK-0009-20161228-DXB-LGW-0,LGW,28/12/2016 10:35,A0WLL,0,0,0,A380,F26R,0,none,1.00E+10
A0WLP,EK0008_2016-12-28_A_16,EK0008,A,F26R,28/12/2016 03:00,28/12/2016 16:00,0,0,,FL-EK-0008-20161228-LHR-DXB-0,DXB,28/12/2016 16:00,A0WLP,0,0,0,A380,F26R,0,none,1.00E+10
A0WLQ,EK0003_2016-12-28_D_10,EK0003,D,F21,28/12/2016 03:00,28/12/2016 10:30,0,0,,FL-EK-0003-20161228-DXB-LHR-0,LHR,28/12/2016 10:30,A0WLQ,0,0,0,A380,F21,0,none,1.00E+10
A0WLQ,EK0004_2016-12-28_A_03,EK0004,A,F21,28/12/2016 03:00,28/12/2016 03:05,0,0,,FL-EK-0004-20161227-LHR-DXB-0,DXB,28/12/2016 03:05,A0WLQ,0,0,0,A380,F21,0,none,1.00E+10
A0WLR,EK0051_2016-12-28_D_12,EK0051,D,A08,28/12/2016 03:00,28/12/2016 12:00,0,0,,FL-EK-0051-20161228-DXB-MUC-0,MUC,28/12/2016 12:00,A0WLR,0,0,0,A380,A08,0,none,1.00E+10
A0WLT,EK0139_2016-12-28_D_04,EK0139,D,A06,28/12/2016 03:00,28/12/2016 04:55,0,89,,FL-EK-0139-20161228-DXB-PRG-0,PRG,28/12/2016 06:24,A0WLT,1,0,0,A380,A06,0,C25,267.4032022
A0WLU,EK0049_2016-12-29_D_04,EK0049,D,S05,28/12/2016 03:00,29/12/2016 04:40,0,0,,FL-EK-0049-20161229-DXB-MUC-0,MUC,29/12/2016 04:40,A0WLU,0,0,0,A380,S05,0,none,1.00E+10
A0WLV,EK0031_2016-12-28_D_08,EK0031,D,A10,28/12/2016 03:00,28/12/2016 08:10,0,0,,FL-EK-0031-20161228-DXB-LHR-0,LHR,28/12/2016 08:10,A0WLV,1,0,0,A380,A10,0,A07,267.4032022
A0WLV,EK0057_2016-12-29_D_10,EK0057,D,HGR,28/12/2016 03:00,29/12/2016 10:40,0,0,,FL-EK-0057-20161229-DXB-DUS-0,DUS,29/12/2016 10:40,A0WLV,0,0,0,A380,HGR,0,none,1.00E+10
A0WLW,EK0150_2016-12-28_A_03,EK0150,A,F13,28/12/2016 03:00,28/12/2016 03:35,0,0,,FL-EK-0150-20161227-AMS-DXB-0,DXB,28/12/2016 03:35,A0WLW,0,0,0,A380,F13,0,none,1.00E+10
A0WLW,EK0372_2016-12-28_D_05,EK0372,D,F13,28/12/2016 03:00,28/12/2016 05:35,0,35,,FL-EK-0372-20161228-DXB-BKK-0,BKK,28/12/2016 06:10,A0WLW,0,0,0,A380,F13,0,none,1.00E+10
A0WLX,EK0149_2016-12-28_D_11,EK0149,D,B27,28/12/2016 03:00,28/12/2016 11:15,0,0,,FL-EK-0149-20161228-DXB-AMS-0,AMS,28/12/2016 11:15,A0WLX,0,0,0,A380,B27,0,none,1.00E+10
A0WLX,EK0375_2016-12-28_A_09,EK0375,A,B27,28/12/2016 03:00,28/12/2016 09:15,0,0,,FL-EK-0375-20161228-BKK-DXB-0,DXB,28/12/2016 09:15,A0WLX,0,0,0,A380,B27,0,none,1.00E+10
A0WLZ,EK0054_2016-12-28_A_15,EK0054,A,D02,28/12/2016 03:00,28/12/2016 15:10,0,0,,FL-EK-0054-20161228-MUC-DXB-0,DXB,28/12/2016 15:10,A0WLZ,0,0,0,A380,D02,0,none,1.00E+10
A0WLZ,EK0095_2016-12-29_D_11,EK0095,D,HGR,28/12/2016 03:00,29/12/2016 11:05,0,0,,FL-EK-0095-20161229-DXB-FCO-0,FCO,29/12/2016 11:05,A0WLZ,0,0,0,A380,HGR,0,none,1.00E+10
A0WMB,EK0175_2016-12-28_D_05,EK0175,D,G20,28/12/2016 03:00,28/12/2016 05:15,0,59,,FL-EK-0175-20161228-DXB-LED-0,LED,28/12/2016 06:14,A0WMB,0,0,0,B7773ER,G20,0,none,1.00E+10
A0WMC,EK0652_2016-12-28_D_05,EK0652,D,B19,28/12/2016 03:00,28/12/2016 05:40,0,35,,FL-EK-0652-20161228-DXB-MLE-0,MLE,28/12/2016 06:15,A0WMC,1,0,0,B7773ER,B19,0,B01,267.4032022
A0WMD,EK0179_2016-12-28_D_04,EK0179,D,A02,28/12/2016 03:00,28/12/2016 04:05,0,180,,FL-EK-0179-20161228-DXB-WAW-0,WAW,28/12/2016 07:05,A0WMD,1,0,0,B7773ER,A02,0,B01,267.4032022
A0WMD,EK0180_2016-12-28_A_18,EK0180,A,B17,28/12/2016 03:00,28/12/2016 18:05,0,130,,FL-EK-0180-20161228-WAW-DXB-0,DXB,28/12/2016 20:15,A0WMD,0,0,0,B7773ER,B17,0,none,1.00E+10
A0WME,EK0077_2016-12-28_D_04,EK0077,D,B25,28/12/2016 03:00,28/12/2016 04:20,0,59,,FL-EK-0077-20161228-DXB-NCE-0,NCE,28/12/2016 05:19,A0WME,1,0,0,B7773ER,B25,0,D06,268.4337259
A0WMF,EK0795_2016-12-28_D_03,EK0795,D,F23,28/12/2016 03:00,28/12/2016 03:15,0,0,,FL-EK-0795-20161228-DXB-CKY-0,CKY,28/12/2016 03:15,A0WMF,0,0,0,B7773ER,F23,0,none,1.00E+10
A0WMG,EK0843_2016-12-28_D_11,EK0843,D,F06,28/12/2016 03:00,28/12/2016 11:10,0,0,,FL-EK-0843-20161228-DXB-DOH-0,DOH,28/12/2016 11:10,A0WMG,0,0,0,B7773ER,F06,0,none,1.00E+10
A0WMG,EK0844_2016-12-28_A_14,EK0844,A,F11,28/12/2016 03:00,28/12/2016 14:55,0,0,,FL-EK-0844-20161228-DOH-DXB-0,DXB,28/12/2016 14:55,A0WMG,0,0,0,B7773ER,F11,0,none,1.00E+10
A0WMG,EK0220_2016-12-28_A_08,EK0220,A,F06,28/12/2016 03:00,28/12/2016 08:20,0,0,,FL-EK-0220-20161227-MCO-DXB-0,DXB,28/12/2016 08:20,A0WMG,0,0,0,B7773ER,F06,0,none,1.00E+10
A0WMG,EK0903_2016-12-29_D_10,EK0903,D,,28/12/2016 03:00,29/12/2016 10:05,0,0,,FL-EK-0903-20161229-DXB-AMM-0,AMM,29/12/2016 10:05,A0WMG,0,0,0,B7773ER,,0,none,1.00E+10
A0WMH,EK0111_2016-12-28_D_04,EK0111,D,G21,28/12/2016 03:00,28/12/2016 04:25,0,119,,FL-EK-0111-20161228-DXB-BUD-0,BUD,28/12/2016 06:24,A0WMH,0,0,0,B7773ER,G21,0,none,1.00E+10
A0WMI,EK0763_2016-12-28_D_06,EK0763,D,B23,28/12/2016 03:00,28/12/2016 06:05,0,59,,FL-EK-0763-20161228-DXB-JNB-0,JNB,28/12/2016 07:04,A0WMI,0,0,0,B7773ER,B23,0,none,1.00E+10
A0WMK,EK0571_2016-12-28_A_10,EK0571,A,D07,28/12/2016 03:00,28/12/2016 10:30,0,0,,FL-EK-0571-20161228-CCU-DXB-0,DXB,28/12/2016 10:30,A0WMK,0,0,0,B7773ER,D07,0,none,1.00E+10
A0WML,EK0730_2016-12-28_A_17,EK0730,A,F11,28/12/2016 03:00,28/12/2016 17:35,0,30,,FL-EK-0730-20161228-EBB-DXB-0,DXB,28/12/2016 18:05,A0WML,0,0,0,B7773ER,F11,0,none,1.00E+10
A0WML,EK0729_2016-12-28_D_05,EK0729,D,C41,28/12/2016 03:00,28/12/2016 05:25,0,35,,FL-EK-0729-20161228-DXB-EBB-0,EBB,28/12/2016 06:00,A0WML,0,0,0,B7773ER,C41,0,none,1.00E+10
A0WMM,EK0719_2016-12-30_D_06,EK0719,D,HGR,28/12/2016 03:00,30/12/2016 06:35,0,0,,FL-EK-0719-20161230-DXB-NBO-0,NBO,30/12/2016 06:35,A0WMM,0,0,0,B7773ER,HGR,0,none,1.00E+10
A0WMM,EK0159_2016-12-28_D_03,EK0159,D,E25,28/12/2016 03:00,28/12/2016 03:45,0,15,,FL-EK-0159-20161228-DXB-OSL-0,OSL,28/12/2016 04:00,A0WMM,0,0,0,B7773ER,E25,0,none,1.00E+10
A0WMN,EK0976_2016-12-28_A_04,EK0976,A,G11,28/12/2016 03:00,28/12/2016 04:20,0,0,,FL-EK-0976-20161228-IKA-DXB-0,DXB,28/12/2016 04:20,A0WMN,0,0,0,B7773ER,G11,0,none,1.00E+10
A0WMN,EK0719_2016-12-28_D_06,EK0719,D,G11,28/12/2016 03:00,28/12/2016 06:35,0,35,,FL-EK-0719-20161228-DXB-NBO-0,NBO,28/12/2016 07:10,A0WMN,0,0,0,B7773ER,G11,0,none,1.00E+10
A0WMN,EK0720_2016-12-28_A_18,EK0720,A,G02,28/12/2016 03:00,28/12/2016 18:35,0,0,,FL-EK-0720-20161228-NBO-DXB-0,DXB,28/12/2016 18:35,A0WMN,0,0,0,B7773ER,G02,0,none,1.00E+10
A0WMO,EK0845_2016-12-28_D_18,EK0845,D,B22,28/12/2016 03:00,28/12/2016 18:10,0,0,,FL-EK-0845-20161228-DXB-DOH-0,DOH,28/12/2016 18:10,A0WMO,0,0,0,B7773ER,B22,0,none,1.00E+10
A0WMP,EK0942_2016-12-28_A_10,EK0942,A,F25,28/12/2016 03:00,28/12/2016 10:45,0,145,,FL-EK-0942-20161228-BGW-DXB-0,DXB,28/12/2016 13:10,A0WMP,0,0,0,B7773ER,F25,0,none,1.00E+10
A0WMP,EK0859_2016-12-28_D_16,EK0859,D,F25,28/12/2016 03:00,28/12/2016 16:50,0,0,,FL-EK-0859-20161228-DXB-KWI-0,KWI,28/12/2016 16:50,A0WMP,0,0,0,B7773ER,F25,0,none,1.00E+10
A0WMP,EK0941_2016-12-28_D_04,EK0941,D,C33,28/12/2016 03:00,28/12/2016 04:00,0,180,,FL-EK-0941-20161228-DXB-BGW-0,BGW,28/12/2016 07:00,A0WMP,0,0,0,B7773ER,C33,0,none,1.00E+10
A0WMQ,EK0262_2016-12-28_A_17,EK0262,A,F07,28/12/2016 03:00,28/12/2016 17:15,0,0,,FL-EK-0262-20161228-GRU-DXB-0,DXB,28/12/2016 17:15,A0WMQ,0,0,0,B7773ER,F07,0,none,1.00E+10
A0WMS,EK0787_2016-12-28_D_03,EK0787,D,B21L,28/12/2016 03:00,28/12/2016 03:35,0,0,,FL-EK-0787-20161228-DXB-ACC-0,ACC,28/12/2016 03:35,A0WMS,1,0,0,B7773ER,B21L,0,A03,267.4032022
A0WMT,EK0135_2016-12-28_D_05,EK0135,D,A09,28/12/2016 03:00,28/12/2016 05:40,0,35,,FL-EK-0135-20161228-DXB-VCE-0,VCE,28/12/2016 06:15,A0WMT,1,0,0,B7773ER,A09,0,B01,267.4032022
A0WMT,EK0144_2016-12-28_A_03,EK0144,A,F17,28/12/2016 03:00,28/12/2016 03:40,0,0,,FL-EK-0144-20161227-MAD-DXB-0,DXB,28/12/2016 03:40,A0WMT,1,0,0,B7773ER,F17,0,A03,267.4032022
A0WMV,EK0516_2016-12-28_D_06,EK0516,D,F11,28/12/2016 03:00,28/12/2016 06:00,0,0,,FL-EK-0516-20161228-DXB-DEL-0,DEL,28/12/2016 06:00,A0WMV,0,0,0,B7773ER,F11,0,none,1.00E+10
A0WMV,EK0517_2016-12-28_A_14,EK0517,A,F23,28/12/2016 03:00,28/12/2016 14:35,0,0,,FL-EK-0517-20161228-DEL-DXB-0,DXB,28/12/2016 14:35,A0WMV,0,0,0,B7773ER,F23,0,none,1.00E+10
A0WMX,EK0514_2016-12-28_D_11,EK0514,D,B24,28/12/2016 03:00,28/12/2016 11:10,0,0,,FL-EK-0514-20161228-DXB-DEL-0,DEL,28/12/2016 11:10,A0WMX,0,0,0,B7773ER,B24,0,none,1.00E+10
A0WMX,EK0706_2016-12-28_A_09,EK0706,A,B24,28/12/2016 03:00,28/12/2016 09:10,0,0,,FL-EK-0706-20161228-SEZ-DXB-0,DXB,28/12/2016 09:10,A0WMX,0,0,0,B7773ER,B24,0,none,1.00E+10
A0WMY,EK0957_2016-12-28_D_03,EK0957,D,F24,28/12/2016 03:00,28/12/2016 03:30,0,180,,FL-EK-0957-20161228-DXB-BEY-0,BEY,28/12/2016 06:30,A0WMY,0,0,0,B7773ER,F24,0,none,1.00E+10
A0WMY,EK0767_2016-12-28_D_19,EK0767,D,F11,28/12/2016 03:00,28/12/2016 19:25,0,0,,FL-EK-0767-20161228-DXB-JNB-0,JNB,28/12/2016 19:25,A0WMY,0,0,0,B7773ER,F11,0,none,1.00E+10
A0WMY,EK0958_2016-12-28_A_13,EK0958,A,G18,28/12/2016 03:00,28/12/2016 13:50,0,165,,FL-EK-0958-20161228-BEY-DXB-0,DXB,28/12/2016 16:35,A0WMY,0,0,0,B7773ER,G18,0,none,1.00E+10
A0WMZ,EK0507_2016-12-28_A_13,EK0507,A,G19,28/12/2016 03:00,28/12/2016 13:20,0,84,,FL-EK-0507-20161228-BOM-DXB-0,DXB,28/12/2016 14:44,A0WMZ,0,0,0,B7773ER,G19,0,none,1.00E+10
A0WMZ,EK0504_2016-12-28_D_23,EK0504,D,G19,28/12/2016 03:00,28/12/2016 23:55,0,0,,FL-EK-0504-20161229-DXB-BOM-0,BOM,28/12/2016 23:55,A0WMZ,0,0,0,B7773ER,G19,0,none,1.00E+10
A0WMZ,EK0506_2016-12-28_D_05,EK0506,D,F25,28/12/2016 03:00,28/12/2016 05:35,0,89,,FL-EK-0506-20161228-DXB-BOM-0,BOM,28/12/2016 07:04,A0WMZ,1,0,0,B7773ER,F25,0,B01,267.4032022
